	Desc	Paliwo	Stan	Rok	Przebieg	Cena
1152	Fiat Panda III 1.2 Instalacja Gazowa 69KM Klima, Krajowy, I własciciel	benzyna	sprawny	2015.0	135000.0	27900.0
1153	"Fiat 500 1,2 69 KM | Pop |biały/szara tap| ""Wyprzedaż 2018"""	benzyna	bezwypadkowy	2018.0	4.0	40782.0
1154	Fiat 500L 1,4 95 KM |Pop Star+ Pakiet Smart |Niebieski |Wyprzedaż 2018	benzyna	bezwypadkowy	2018.0	6.0	59542.0
1155	Fiat Panda II 1.1 benzyna z Niemiec serwisowana elektryka wsp kier ładna 09r Cz w	benzyna	bezwypadkowy	2009.0	154300.0	10500.0
1156	Fiat Panda III 1.2i 69 KM Pop Klima Szyby elek VAT 23%	benzyna	bezwypadkowy	2016.0	75700.0	25900.0
1157	Fiat Panda II , Salon Polska, 1. Właściciel, Serwis ASO, VAT 23%, Klima,	benzyna	bezwypadkowy	2012.0	86345.0	17000.0
1158	Fiat Grande Punto Elektryka / Gwarancja / RATY BEZ BIK / 2006r / 5 DRZWI	benzyna	sprawny	2006.0	146000.0	12700.0
1159	Fiat Freemont 170KM 4x4 7osobowy Kamera Navi Skóry Loung Full Opcja Alpine Niemcy	diesel	bezwypadkowy	2014.0	163884.0	49900.0
1160	Fiat Freemont 2.0 mjt 16V 170 KM 4x4 7 Osób Navi PL Klimatronic Skóry Alpine Aut.	diesel	bezwypadkowy	2015.0	151000.0	55800.0
1161	Fiat Freemont BEZWYPADKOWY z gwarancja*full wersja*4x4*serwis*jak nowy	diesel	bezwypadkowy	2013.0	135000.0	43800.0
1162	Fiat Freemont 2.0Multijet=170KM=Black Edition=RokGwarancji=AWD=Navi=DVD=Automat=Fu	diesel	bezwypadkowy	2014.0	142000.0	63900.0
1163	Fiat Doblo II Kombi Maxi Dynamic L2H1 1.6 MJ 105KM Okazja 2018!	diesel	bezwypadkowy	2018.0	5.0	71217.0
1164	Fiat Sedici 1.6 Benz-Suzuki SX4-2008.X Irok*IDEALNY-SUPER STAN	benzyna	bezwypadkowy	2008.0	121123.0	22800.0
1165	Fiat Panda II 1.2 Benzyna+Gaz, Zadbana, Zarejestrowana, Ubezpieczona, Vat do odpis	benzyna	bezwypadkowy	2011.0	165000.0	8500.0
1166	Fiat Punto IV Punto Evo 1.4 Benzyna+LPG 1 wł. krajowy serwisowany Bezwypadkowy FV2	benzyna	bezwypadkowy	2015.0	125000.0	23900.0
1167	Fiat Doblo I 1.3 JTD moc 75Km ROK 2007 FAKTURA VAT!!	diesel	bezwypadkowy	2007.0	172066.0	8999.0
1168	Fiat Freemont 2.0 mjt 16V 170 KM 4x4 7 Osób Navi PL Klimatronic Skóry Alpine Aut.	diesel	bezwypadkowy	2014.0	126000.0	53700.0
1169	Fiat Linea 1.4 Benzyna+GAZ* Klimatyzacja* Salon PL* I wł* Gwarancja	benzyna	bezwypadkowy	2007.0	189000.0	14400.0
1170	Fiat Punto IV Salon PL Serwis ASO 1.3 multijet 16v na łańcuchu	diesel	sprawny	2014.0	160000.0	20418.0
1171	Fiat Panda II VIN/Przebieg gwar/Kupiony z aukcji/Wspomaganie kier.	benzyna	bezwypadkowy	2007.0	150000.0	7700.0
1172	Fiat Punto Evo Punto Evo 1.4 78 KM Start-Stop Zadbany Gwarancja 15 Miesięcy	benzyna	sprawny	2011.0	149000.0	19800.0
1173	Fiat Bravo II 2009r. 1.4 Benzyna+LPG 90KM / Og.przebieg / 40 zdjęć	benzyna	bezwypadkowy	2009.0	243208.0	16800.0
1174	Fiat Doblo I Salon PL I właściciel bezwypadkowy mod 2009 F vat 23%	benzyna	bezwypadkowy	2008.0	102000.0	14500.0
1175	Fiat Ulysse II Opłacony Zadbany Serwisowany z Klimatronikem Alusami I Kolami Zimowy	benzyna	sprawny	2002.0	137000.0	9499.0
1176	Fiat Freemont 2.0 mjt 16V 170 KM 4x4 7 Osób DVD Navi Szyberdach Skóry Alpine Aut.	diesel	bezwypadkowy	2015.0	137000.0	57700.0
1177	Fiat Seicento 1.1 benz REJ PL Ważne Opłaty BDB GWARANCJA Transport	benzyna	bezwypadkowy	2001.0	113000.0	1999.0
1178	Fiat Linea 1.4 benzyna Active/Salon Polska/1 Wł/serwis ASO	benzyna	bezwypadkowy	2011.0	159000.0	18900.0
1179	Fiat Bravo II 1.9 JTD 16V * 150 KM * GWARANCJA serwis aso * klimatronic * warsza	diesel	bezwypadkowy	2007.0	190000.0	14900.0
1180	Fiat Ducato III MAXI ! 3.0DIESEL ! 177KM ! SALON PL ! VAT1+VAT 23%	diesel	bezwypadkowy	2012.0	201000.0	49900.0
1182	samochód	benzyna	sprawny	2009.0	173207.0	17500.0
1188	Fiat Bravo II Fiat Bravo 1,4 kat	benzyna	sprawny	2007.0	195471.0	17900.0
1189	Fiat Seicento	benzyna	sprawny	2002.0	138000.0	2700.0
1192	Fiat 500	benzyna	uszkodzony	2011.0	156947.0	12500.0
1193	Fiat Seicento	benzyna	bezwypadkowy	2001.0	206500.0	1900.0
1194	Fiat 500	benzyna	sprawny	2016.0	26914.0	36900.0
1195	Fiat Stilo	benzyna	bezwypadkowy	2003.0	145000.0	8500.0
1196	Fiat 500L Fiat 500L 1,4 120KM	benzyna	bezwypadkowy	2014.0	30000.0	52200.0
1198	Fiat Marea sprzedam fiat marea 1,9 jtd	diesel	sprawny	2000.0	251000.0	1750.0
1199	Fiat Albea sprzedam fiat albea gaz	benzyna	sprawny	2002.0	208000.0	2499.0
1200	Fiat Marea sprzedam fiat marea lpg klima	benzyna	sprawny	2000.0	183000.0	3200.0
1201	Fiat 500	benzyna	bezwypadkowy	2009.0	140000.0	21000.0
1202	Fiat Idea	diesel	bezwypadkowy	2006.0	202000.0	8200.0
1205	Fiat Barchetta	benzyna	uszkodzony	1997.0	118437.0	3900.0
1206	Fiat 125p	benzyna	sprawny	1986.0	86000.0	9900.0
1207	Fiat Freemont	benzyna	sprawny	2014.0	27400.0	68900.0
1208	Fiat Idea	benzyna	bezwypadkowy	2004.0	191000.0	8900.0
1209	Fiat 500	benzyna	bezwypadkowy	2009.0	140000.0	21000.0
1212	Fiat Sedici	benzyna	sprawny	2011.0	77000.0	30000.0
1213	Fiat 500	benzyna	sprawny	2008.0	128900.0	17500.0
1214	Fiat Multipla	diesel	bezwypadkowy	2004.0	170000.0	10999.0
1215	Fiat Scudo Fiat Scudo izoterma	diesel	bezwypadkowy	2010.0	350000.0	15500.0
1218	Fiat Seicento , Salon Polska	benzyna	bezwypadkowy	2003.0	143860.0	3500.0
1227	Fiat Panda I sprzedam fiat panda 2 właściciel	benzyna	uszkodzony	2003.0	104000.0	1999.0
1228	Fiat Seicento Actual	benzyna	sprawny	2003.0	168422.0	2990.0
1229	Fiat Panda II , Klimatronic	benzyna	bezwypadkowy	2006.0	102834.0	11000.0
1230	Fiat Panda II	benzyna	sprawny	2009.0	102000.0	11600.0
1232	Fiat Punto Grande	benzyna	sprawny	2007.0	142550.0	16500.0
1233	Fiat Punto II	benzyna	sprawny	2000.0	189000.0	39000.0
1234	Fiat Punto II	benzyna	sprawny	2002.0	170000.0	2400.0
1238	Fiat Seicento 1100	benzyna	bezwypadkowy	2003.0	160000.0	2999.0
1239	Fiat Doblo II	diesel	sprawny	2011.0	136000.0	20850.0
1240	Fiat Siena 75 HL	benzyna	bezwypadkowy	2001.0	71000.0	2900.0
1241	Fiat 126 126 BIS	benzyna	sprawny	1984.0	75000.0	11900.0
1243	Fiat Grande Punto Italia	diesel	bezwypadkowy	2016.0	42000.0	27900.0
1245	Fiat Panda II	benzyna	sprawny	2009.0	128000.0	9900.0
1246	Fiat Bravo II	benzyna	bezwypadkowy	2009.0	180000.0	19900.0
1247	Fiat Seicento Actual	benzyna	bezwypadkowy	2003.0	155000.0	3400.0
1250	Fiat Tipo Fiat Tipo Benzyna, FV 23%, Gwarancja!!	benzyna	bezwypadkowy	2016.0	42048.0	34440.0
1251	Fiat Punto III sprzedam fiat punto fl benzyna	benzyna	sprawny	2004.0	179000.0	5999.0
1252	Fiat Punto Evo	benzyna	sprawny	2011.0	152022.0	14900.0
1253	Fiat Bravo II	diesel	bezwypadkowy	2008.0	190000.0	14900.0
1254	Fiat Grande Punto	benzyna	sprawny	2009.0	123300.0	13750.0
1255	Fiat Doblo II	diesel	bezwypadkowy	2011.0	131198.0	25900.0
1256	Fiat Punto IV	benzyna	sprawny	2012.0	95000.0	19000.0
1257	Fiat Punto I Cabrio	benzyna	sprawny	1997.0	214000.0	2400.0
1260	Fiat 500 Fiat 500 Panorama Limitowana Wersja MOD 2017 Przeb	benzyna	sprawny	2016.0	6100.0	34800.0
1261	Fiat Punto Evo	benzyna	sprawny	2010.0	101000.0	16900.0
1262	Fiat Panda II	benzyna	sprawny	2010.0	83000.0	12900.0
1263	Fiat Grande Punto	benzyna	sprawny	2007.0	160000.0	12900.0
1264	Fiat Grande Punto	diesel	sprawny	2006.0	197000.0	11400.0
1265	Fiat Punto II SX70tys.km.BEZWYPADKOWYkrajowy	benzyna	bezwypadkowy	2001.0	72000.0	7600.0
1266	Fiat Croma II	diesel	bezwypadkowy	2006.0	167000.0	14900.0
1267	Fiat Panda II	benzyna	sprawny	2006.0	185000.0	8700.0
1268	Fiat Punto III Klimatyzacja	diesel	sprawny	2004.0	132000.0	6900.0
1269	Fiat Panda III	benzyna	sprawny	2012.0	141990.0	19900.0
1270	Fiat Grande Punto	diesel	sprawny	2007.0	143000.0	15900.0
1278	Fiat Panda II	benzyna	sprawny	2012.0	194500.0	11070.0
1279	Fiat Punto Evo 1.3	benzyna	bezwypadkowy	2010.0	198000.0	15900.0
1280	Fiat Siena KRAJOWY50tys.kmBEZWYPADKOWYserwisowany	benzyna	bezwypadkowy	2002.0	49000.0	8800.0
1281	Fiat Panda II	benzyna	bezwypadkowy	2004.0	58000.0	6900.0
1282	Fiat Doblo II	diesel	bezwypadkowy	2017.0	29917.0	74907.0
1283	Fiat Stilo *Serwisowany*Klimatyzacja*	benzyna	sprawny	2003.0	95000.0	7900.0
1284	Fiat Grande Punto	benzyna	sprawny	2007.0	137000.0	11900.0
1285	Fiat Grande Punto	diesel	sprawny	2010.0	223000.0	11500.0
1286	Fiat Scudo II	diesel	bezwypadkowy	2009.0	198300.0	22900.0
1287	Fiat Bravo II	benzyna	bezwypadkowy	2007.0	103000.0	17900.0
1288	Fiat Punto III	benzyna	sprawny	2007.0	144800.0	10900.0
1326	Fiat Punto IV Fiat Punto 1.2, Benzyna, FV 23%, Gwarancja!!	benzyna	bezwypadkowy	2013.0	210332.0	14637.0
1327	Fiat 500 2014 Fiat 500 z napędem elektrycznym	nap	sprawny	2014.0	6555.0	55842.0
1328	Fiat Ducato	diesel	sprawny	2017.0	44157.0	54489.0
1329	Fiat Fiorino	diesel	bezwypadkowy	2011.0	200000.0	13900.0
1330	Fiat Ducato	diesel	uszkodzony	1997.0	93454.0	17500.0
1333	Fiat Ducato	diesel	bezwypadkowy	2013.0	229000.0	46617.0
1334	Fiat Ducato	diesel	sprawny	2012.0	87600.0	29200.0
1335	Fiat Grande Punto	benzyna	sprawny	2008.0	41000.0	14900.0
1337	Fiat Panda II	diesel	bezwypadkowy	2010.0	156000.0	8900.0
1338	Fiat Doblo II OSOBOWY	diesel	bezwypadkowy	2009.0	192000.0	14900.0
1340	Fiat Ducato	diesel	sprawny	2017.0	126429.0	59040.0
1341	Fiat Ducato	diesel	sprawny	2017.0	140769.0	78105.0
1344	Fiat Ducato	diesel	sprawny	2015.0	360806.0	45141.0
1345	Fiat Ducato	diesel	sprawny	2006.0	412000.0	26900.0
1346	Fiat DUCATO	diesel	sprawny	1998.0	28000.0	15199.0
1347	Fiat Ducato	diesel	sprawny	2015.0	82674.0	61300.0
1349	Fiat Ducato	diesel	bezwypadkowy	2008.0	200110.0	31980.0
1350	Fiat Panda	benzyna	sprawny	2005.0	202000.0	7257.0
1352	Fiat Scudo	diesel	sprawny	2011.0	199000.0	23247.0
1354	Fiat Doblo	diesel	sprawny	2010.0	63740.0	27900.0
1355	Fiat Ducato	diesel	sprawny	2015.0	271169.0	61992.0
1356	Fiat Ducato	diesel	sprawny	2006.0	229949.0	26900.0
1357	Fiat Ducato	diesel	sprawny	2012.0	153000.0	38007.0
1359	Fiat Ducato	diesel	sprawny	2017.0	140769.0	78105.0
1361	Fiat Ducato	diesel	sprawny	2003.0	154012.0	5966.0
1362	Fiat Ducato	diesel	bezwypadkowy	2011.0	228000.0	21500.0
1363	Fiat Ducato	diesel	sprawny	2016.0	144413.0	69495.0
1364	Fiat Ducato	diesel	sprawny	2012.0	117478.0	34194.0
1366	Fiat Ducato	inne	bezwypadkowy	2016.0	2.0	192803.0
1367	Fiat Doblo	diesel	sprawny	2012.0	157000.0	20999.0
1369	Fiat Ducato	benzyna	bezwypadkowy	1998.0	98000.0	22900.0
1382	Fiat Ducato	diesel	sprawny	2016.0	67035.0	78720.0
1395	Fiat Punto Grande 1.3 75KM	diesel	sprawny	2006.0	105000.0	16900.0
1397	Fiat Grande Punto 1,3 JTD	diesel	sprawny	2007.0	142000.0	10500.0
1398	Fiat Panda II , Salon Polska	benzyna	bezwypadkowy	2009.0	102675.0	10500.0
1399	Fiat Multipla 1.9 JTD Dynamic	diesel	bezwypadkowy	2005.0	325000.0	6900.0
1400	Fiat Qubo 2008r Bogata wersja	benzyna	bezwypadkowy	2008.0	167700.0	12900.0
1401	Fiat 126 KAŻDEGO 126 p	benzyna	sprawny	2000.0	100000.0	5000.0
1402	Fiat Grande Punto 1,3 Multijet	diesel	sprawny	2006.0	177000.0	7900.0
1403	Fiat 1964 rok ORYGINALNY STAN	benzyna	bezwypadkowy	1964.0	109000.0	29999.0
1404	Fiat Idea 1.9 Multijet Emotion	diesel	uszkodzony	2005.0	189000.0	6300.0
1405	Fiat Doblo I Niski przebieg!	benzyna	bezwypadkowy	2007.0	112376.0	14400.0
1406	Fiat Tipo 1.4 16v Lounge	benzyna	nowy	2018.0	1.0	59700.0
1407	Fiat Punto Evo Serwisowany ,opłacony	benzyna	sprawny	2011.0	116000.0	19900.0
1408	Fiat Croma II * 2.2 Benzyna *	benzyna	sprawny	2006.0	153698.0	14800.0
1409	Fiat Scudo II Osobowy Długi	diesel	sprawny	2009.0	186000.0	31900.0
1410	Fiat 500 1.4 ABARTH 170KM	benzyna	sprawny	2012.0	44800.0	35900.0
1411	Fiat Freemont 7 OSOBOWY , DIESEL	diesel	bezwypadkowy	2011.0	150673.0	42900.0
1412	Fiat 500 Cabrio 1.4L 100KM	benzyna	sprawny	2011.0	62500.0	24354.0
1413	Fiat Grande Punto Opłacony ,serwis	benzyna	bezwypadkowy	2009.0	143000.0	13900.0
1414	Fiat Stilo 1.6 16V Dynamic	benzyna	sprawny	2005.0	175600.0	7600.0
1416	Fiat 500L FZ8845J ! Jak nowy !	benzyna	sprawny	2017.0	7105.0	51699.0
1417	Fiat Sedici 4X4 Krajowy32tys.km.GazBEZWYPADKOWY1-właść.	benzyna	bezwypadkowy	2013.0	32000.0	43800.0
1418	Fiat Freemont 2.0 Multijet Lounge	diesel	bezwypadkowy	2014.0	111200.0	59900.0
1420	Fiat 500 2012 - 1.4l - 100KM	benzyna	sprawny	2012.0	81650.0	21402.0
1421	Fiat Panda II klimatyzacja, salonowy	diesel	sprawny	2010.0	117000.0	14900.0
1422	Fiat Ducato II 15 JTD	diesel	sprawny	2006.0	370000.0	7999.0
1423	Fiat Palio BEZWYPADKOWYkrajowy 85tys.km SERWISOWANY	benzyna	bezwypadkowy	2003.0	85000.0	11500.0
1424	Fiat Punto III 1.3 JTD	diesel	bezwypadkowy	2003.0	220000.0	4900.0
1502	Fiat Ducato 2.5 TDI	diesel	uszkodzony	1996.0	90000.0	5900.0
1505	Fiat Fiorino multijet jtd	diesel	sprawny	2013.0	116000.0	15375.0
1506	Fiat Ducato l1h1 jtd	diesel	bezwypadkowy	2008.0	356000.0	13407.0
1577	Fiat Ducato 2.5 TDI	diesel	uszkodzony	1996.0	90000.0	5900.0
1580	Fiat Fiorino multijet jtd	diesel	sprawny	2013.0	116000.0	15375.0
1581	Fiat Ducato l1h1 jtd	diesel	bezwypadkowy	2008.0	356000.0	13407.0
1603	Fiat Ducato Fiat Ducato 3.0 180KM /10 EP-Firana/ 4.9X2.2X2.25H	diesel	bezwypadkowy	2016.0	212384.0	92250.0
1604	Fiat Ducato Fiat Ducato L3H2 2.3 120KM Gwarancja!	diesel	sprawny	2010.0	259043.0	22755.0
1605	Fiat Fiorino Fiat Fiorino 1.4 Base FV 23%, Gwarancja!!	benzyna	sprawny	2016.0	22113.0	31734.0
1632	Fiat Ducato Mroźnia/Chłodnia	diesel	sprawny	2007.0	386000.0	28900.0
1634	Fiat Ducato FIAT Ducato 2.3MJ, FV 23%, Gwarancja!!	diesel	bezwypadkowy	2014.0	74691.0	39975.0
1674	Fiat Ducato FIAT Ducato 2.3MJ, FV 23%, Gwarancja!!	diesel	bezwypadkowy	2014.0	74691.0	39975.0
1704	Fiat Ducato Fiat Ducato 3.0 180KM /10 EP-Firana/ 4.9X2.2X2.25H	diesel	bezwypadkowy	2016.0	212384.0	92250.0
1705	Fiat Ducato Fiat Ducato L3H2 2.3 120KM Gwarancja!	diesel	sprawny	2010.0	259043.0	22755.0
1706	Fiat Fiorino Fiat Fiorino 1.4 Base FV 23%, Gwarancja!!	benzyna	sprawny	2016.0	22113.0	31734.0
1778	Fiat Ducato Ducato L4H2	diesel	bezwypadkowy	2014.0	207000.0	42900.0
1779	Fiat Ducato 11	diesel	bezwypadkowy	2006.0	188432.0	13900.0
1780	Fiat Ducato L3H2	diesel	bezwypadkowy	2013.0	220000.0	38500.0
1787	Fiat Ducato L2H2 Klimatyzacja	diesel	bezwypadkowy	2013.0	193437.0	38130.0
1789	Fiat Ducato L2H2 Klimatyzacja	diesel	sprawny	2012.0	119900.0	31980.0
1810	Fiat Seicento Van 1100	benzyna	sprawny	2007.0	250000.0	3998.0
1811	Fiat Ducato Leasing! L3H2	diesel	bezwypadkowy	2018.0	1.0	1899.0
1812	Fiat Ducato Chłodnia Izoterma	diesel	bezwypadkowy	2008.0	206000.0	21525.0
1813	Fiat Doblo multijet jtd	diesel	bezwypadkowy	2010.0	237000.0	12177.0
1814	Fiat Ducato L3H2	diesel	sprawny	2016.0	39000.0	57500.0
1815	Fiat Ducato model L3H2	diesel	sprawny	2012.0	208000.0	32800.0
1834	Fiat Ducato Mroźnia/Chłodnia	diesel	sprawny	2007.0	386000.0	28900.0
1931	Fiat Doblo II 2011Rok*1.4Benzyna*PoOpłatach	benzyna	bezwypadkowy	2011.0	139000.0	25900.0
1932	Fiat Grande Punto , Salon Polska, Parktronic	benzyna	bezwypadkowy	2006.0	81492.0	12500.0
1934	Fiat Grande Punto , Salon Polska, Serwis ASO	benzyna	bezwypadkowy	2009.0	126411.0	12500.0
1935	Fiat Stilo , Salon Polska, Klimatronic, El. szyby,	diesel	bezwypadkowy	2003.0	337608.0	3500.0
1936	Fiat Grande Punto , Salon Polska ,Bezkolizyjny	benzyna	bezwypadkowy	2006.0	55702.0	14500.0
1937	Fiat Punto IV 1,2 benz Klima Opłacony	benzyna	sprawny	2013.0	121000.0	18890.0
1938	Fiat Doblo cargo maxi !	diesel	bezwypadkowy	2008.0	198147.0	11900.0
1939	Fiat Ducato MAXI	diesel	sprawny	2011.0	555000.0	29900.0
1942	Fiat Ducato Maxi 232.450.1	diesel	bezwypadkowy	2000.0	362000.0	16800.0
1949	Fiat Ducato Maxi 2,3D	diesel	sprawny	2011.0	245000.0	29900.0
1960	Fiat Doblo II 2011Rok*1.4Benzyna*PoOpłatach	benzyna	bezwypadkowy	2011.0	139000.0	25900.0
1961	Fiat Grande Punto , Salon Polska, Parktronic	benzyna	bezwypadkowy	2006.0	81492.0	12500.0
1963	Fiat Grande Punto , Salon Polska, Serwis ASO	benzyna	bezwypadkowy	2009.0	126411.0	12500.0
1964	Fiat Stilo , Salon Polska, Klimatronic, El. szyby,	diesel	bezwypadkowy	2003.0	337608.0	3500.0
1965	Fiat Grande Punto , Salon Polska ,Bezkolizyjny	benzyna	bezwypadkowy	2006.0	55702.0	14500.0
1966	Fiat Punto IV 1,2 benz Klima Opłacony	benzyna	sprawny	2013.0	121000.0	18890.0
1967	Fiat Seicento 1.1 LPG Salon Polska	benzyna	sprawny	2005.0	104000.0	4900.0
1968	Fiat Punto Grande 1.4 77KM Energy	benzyna	sprawny	2006.0	121000.0	17900.0
1969	Fiat Scudo I 1.9 TD EL 295.0	diesel	bezwypadkowy	1997.0	331000.0	3900.0
1970	Fiat Bravo II , GAZ, Automat, Klima, Parktronic	benzyna	bezwypadkowy	2009.0	147307.0	21000.0
1971	Fiat Bravo II , Salon Polska, GAZ	benzyna	bezwypadkowy	2010.0	148997.0	23000.0
1972	Fiat Stilo , Klima, El. szyby, wspomaganie Kierownicy	diesel	bezwypadkowy	2003.0	196278.0	4000.0
1973	Fiat Grande Punto , Klima, Podgrzewane siedzienia	benzyna	bezwypadkowy	2008.0	69111.0	13000.0
1974	Fiat Panda II 1.3 Multijet Dynamic	diesel	bezwypadkowy	2006.0	130000.0	5900.0
1975	Fiat 500 1.4 16V Pop 100KM	benzyna	uszkodzony	2009.0	97000.0	8900.0
1976	Fiat Punto III Sport Climatronic Po serwisie!	benzyna	sprawny	2003.0	253000.0	8900.0
1977	Fiat Punto II klima 5 drzwi	benzyna	bezwypadkowy	2001.0	148000.0	4400.0
1978	Fiat Grande Punto Punto Klimatyzacja*City*Elektryka*	diesel	sprawny	2007.0	227000.0	9900.0
1979	Fiat Punto I 1,1i 55S NA CZĘŚCI	benzyna	uszkodzony	1998.0	135000.0	1000.0
1981	Fiat Punto I zarejestrowany,model 1998	benzyna	sprawny	1997.0	169000.0	3900.0
1982	Fiat Doblo I 1.9 JTD Active	diesel	sprawny	2004.0	206000.0	8400.0
1983	Fiat 500 1,4 benzyna 100KM zarejestrowany sport	benzyna	sprawny	2008.0	74200.0	19900.0
1984	Fiat Freemont Fiat Freemont Black Code, 4x4 automat 7 osób 170KM	diesel	sprawny	2014.0	148000.0	61000.0
1985	Fiat Panda III Fiat Panda 2014 Pierwszy WŁ SALON PL 1.2	benzyna	bezwypadkowy	2014.0	220000.0	22386.0
1987	Fiat Punto III **VAN**FV/23%**CIĘŻAROWY	diesel	sprawny	2010.0	218000.0	10947.0
1988	Fiat Grande Punto 1.3 Jtd,Zamiana,	diesel	sprawny	2006.0	127000.0	8900.0
1989	Fiat Doblo II 1.6 Multijet 16V Active	diesel	bezwypadkowy	2012.0	175000.0	35000.0
1990	Fiat 500 0.9 SGE Cabrio! Nowy Model!	benzyna	sprawny	2017.0	7200.0	41999.0
1991	Fiat Punto Evo Evo 1.4 8V Active	benzyna	sprawny	2010.0	148000.0	18000.0
1992	Fiat Bravo II 1.6 Multijet 16V Dynamic	diesel	bezwypadkowy	2008.0	128300.0	17500.0
1993	Fiat Bravo II 1.9 Multijet Active	diesel	sprawny	2007.0	89300.0	21900.0
1994	Fiat 500 , Salon Polska, Serwis ASO, Klima	benzyna	bezwypadkowy	2014.0	39495.0	27400.0
1995	Fiat Linea , Salon Polska, Serwis ASO, GAZ	benzyna	bezwypadkowy	2011.0	83411.0	18000.0
1997	Fiat Panda II Active 1.1 8V	benzyna	sprawny	2006.0	97000.0	10600.0
1998	Fiat Scudo II 2.0 MJ L2H1 Confort	diesel	bezwypadkowy	2009.0	289600.0	19900.0
1999	Fiat Multipla 1.6 16V 2005r. 100KM	benzyna	sprawny	2005.0	195395.0	7900.0
2000	Fiat 500L WD9601J ! Niski przebieg ! Bluetooth !	benzyna	sprawny	2017.0	7203.0	49999.0
2001	Fiat Sedici 1.6 16V 4x4 Emotion	benzyna	bezwypadkowy	2007.0	146000.0	20700.0
2002	Fiat Grande Punto 1,4 klima bezwypadkowy Gwarancja	benzyna	bezwypadkowy	2008.0	180000.0	13900.0
2003	Fiat Grande Punto 1.4*98KM*klimatronik*	benzyna	bezwypadkowy	2007.0	140000.0	14900.0
2004	Fiat Panda III 22 tys. km	benzyna	sprawny	2015.0	22000.0	24900.0
2005	Fiat 500 1.2-SKÓRA-PANORAMA-JAK NOWY	benzyna	bezwypadkowy	2008.0	157000.0	19600.0
2006	Fiat Tipo LOUNGE GWARANCJA FABRYCZNA ! KAMERA ! NAWIGACJA !	diesel	sprawny	2016.0	17000.0	55900.0
2007	Fiat 500X I 1.4 MultiAir Pop Star	benzyna	sprawny	2016.0	1.0	67600.0
2008	Fiat Panda II raty bez banku	benzyna	bezwypadkowy	2011.0	63000.0	12999.0
2009	Fiat Doblo II Fiat Doblo 1.4 T-JET LPG EASY 2017r., FV 23%, Gwarancja!!	benzyna	bezwypadkowy	2017.0	21845.0	52029.0
2010	Fiat Idea 1.9 JTD 100 KM Klimatronik	diesel	bezwypadkowy	2008.0	199000.0	7900.0
2011	Fiat 500 1.2i #KLIMATRONIC#PANORAMA#BIAŁY#CUKIEREK#	benzyna	sprawny	2009.0	135000.0	19999.0
2012	Fiat Freemont 2.0 Multijet Black Code AWD	diesel	sprawny	2014.0	180000.0	56900.0
2013	Fiat Ducato III 30 MJ CH1	diesel	bezwypadkowy	2010.0	140000.0	110000.0
2014	Fiat Sedici = SALON POLSKA - BEZWYPADKOWY - KLIMATYZACJA =	benzyna	bezwypadkowy	2009.0	105650.0	24900.0
2015	Fiat Doblo II 1.6 JTD 105KM Maxi	diesel	bezwypadkowy	2014.0	173000.0	39360.0
2016	Fiat Doblo I Maxi 1.9 JTD Klimatyzacja !	diesel	sprawny	2008.0	320000.0	10900.0
2017	Fiat Grande Punto 1.2 benzyna + Gaz	benzyna	sprawny	2011.0	100000.0	19800.0
2018	Fiat Sedici 1,9 JTD 4x4 Serwis!!	diesel	bezwypadkowy	2008.0	155654.0	17900.0
2019	Fiat 500 1.3 Multijet Pop Euro5	diesel	bezwypadkowy	2011.0	150000.0	24000.0
2020	Fiat Panda II 1.1 Fresh Eco	benzyna	sprawny	2008.0	119800.0	9900.0
2021	Fiat Seicento 100% bezwypadkowy, ekonomiczny, 86000 km	benzyna	bezwypadkowy	2004.0	86000.0	5750.0
2022	Fiat 500X I 1.4 MultiAir Pop Star	benzyna	sprawny	2016.0	1.0	64900.0
2024	Fiat Sedici 1.9 Multijet 4x4 Dynamic klimatyzacja	diesel	bezwypadkowy	2008.0	199000.0	20900.0
2025	Fiat Scudo II ** 9 - Osób ** Klima ** Serwisowany	diesel	sprawny	2014.0	152000.0	51900.0
2026	Fiat Freemont FULL OPCJA-BEZWYPADKOWY-GWARANCJA	diesel	bezwypadkowy	2013.0	192000.0	44500.0
2027	Fiat Ducato 7 osobowa brygadówka	diesel	sprawny	2012.0	239000.0	39900.0
2028	Fiat Ducato 7 osobowa brygadówka	diesel	sprawny	2012.0	250000.0	42900.0
2029	Fiat Ducato Klimatyzacja Tempomat Bluetooth	diesel	sprawny	2011.0	117000.0	45500.0
2031	Fiat Ducato L4H2 maxi brygadówka	diesel	sprawny	2016.0	163000.0	64900.0
2034	Fiat Ducato 7 osobowa brygadówka	diesel	sprawny	2012.0	127000.0	41900.0
2057	Fiat Ducato Karetka Ambulans Ambula	diesel	sprawny	2010.0	3.0	43999.0
2119	Fiat Ducato 7 osobowa brygadówka	diesel	sprawny	2015.0	246000.0	59900.0
2120	Fiat Doblo 1.3 MJ SX	diesel	bezwypadkowy	2013.0	160400.0	17900.0
2121	Fiat Ducato l1h1 multijet jtd	diesel	bezwypadkowy	2013.0	207000.0	32595.0
2122	Fiat Ducato maxi L4H2 brygadówka	diesel	sprawny	2016.0	192000.0	58900.0
2123	Fiat Doblo maxi multijet jtd	diesel	sprawny	2017.0	19900.0	40467.0
